Title,Language,Genres,Rating,Premiered,Status,Rating_Percent,Release_Year,Show_Age,Popularity,Main_Genre
Swamp People,English,"Adventure, Nature",6.9,2010-08-22,Running,69.0,2010,16,Medium,Adventure
Reno 911!,English,"Comedy, Action, Crime",7.1,2003-07-23,Ended,71.0,2003,23,Medium,Comedy
LA Ink,English,Unknown,7.6,2007-08-07,Ended,76.0,2007,19,Low,Unknown
Dark Blue,English,"Drama, Action, Crime",7.9,2009-07-15,Ended,79.0,2009,17,Medium,Drama
Silent Witness,English,"Drama, Crime",7.6,1996-02-21,Running,76.0,1996,30,Medium,Drama
Ax Men,English,Adventure,6.2,2008-03-09,Ended,62.0,2008,18,Medium,Adventure
The Dead Zone,English,"Drama, Fantasy, Thriller",8.1,2002-06-16,Ended,81.0,2002,24,High,Drama
Eli Stone,English,"Drama, Fantasy, Legal",7.7,2008-01-31,Ended,77.0,2008,18,Medium,Drama
Pan Am,English,"Drama, Thriller",7.2,2011-09-25,Ended,72.0,2011,15,Medium,Drama
Saving Grace,English,"Drama, Crime, Fantasy",7.9,2007-07-23,Ended,79.0,2007,19,Medium,Drama
Reba,English,"Drama, Comedy, Family",7.2,2001-10-05,Ended,72.0,2001,25,Medium,Drama
Waking the Dead,English,"Drama, Crime",7.9,2000-09-04,Ended,79.0,2000,26,Medium,Drama
Friends with Benefits,English,"Comedy, Romance",6.2,2011-08-05,Ended,62.0,2011,15,Medium,Comedy
Crossing Jordan,English,"Drama, Crime, Mystery",7.3,2001-09-24,Ended,73.0,2001,25,Medium,Drama
The Village,English,"Drama, History",7.8,2013-03-31,Ended,78.0,2013,13,Medium,Drama
Family Ties,English,"Drama, Comedy, Family",7.2,1982-09-22,Ended,72.0,1982,44,Medium,Drama
Ben 10,English,"Action, Adventure, Science-Fiction",6.9,2005-12-27,Ended,69.0,2005,21,Medium,Action
My Wife and Kids,English,"Comedy, Family",6.9,2001-03-28,Ended,69.0,2001,25,Medium,Comedy
The Inbetweeners,English,Comedy,7.6,2008-05-01,Ended,76.0,2008,18,Medium,Comedy
Chopped,English,Food,6.2,2009-01-13,Running,62.0,2009,17,Medium,Food
American Restoration,English,History,6.4,2010-10-25,Ended,64.0,2010,16,Medium,History
Magnum P.I.,English,"Drama, Action, Mystery",7.7,1980-12-11,Ended,77.0,1980,46,Medium,Drama
The Dresden Files,English,"Drama, Fantasy, Mystery",7.9,2007-01-21,Ended,79.0,2007,19,Medium,Drama
Gangland,English,Crime,7.6,2007-11-01,Ended,76.0,2007,19,Low,Crime
Operation Repo,English,Drama,7.6,2008-11-17,Ended,76.0,2008,18,Low,Drama
Melrose Place,English,"Drama, Romance",7.1,1992-07-08,Ended,71.0,1992,34,Medium,Drama
The Lying Game,English,"Drama, Thriller",7.6,2011-08-15,Ended,76.0,2011,15,Medium,Drama
Hawaii Five-O,English,"Action, Adventure, Crime",7.1,1968-09-20,Ended,71.0,1968,58,Medium,Action
'til Death,English,"Comedy, Romance",7.4,2006-09-07,Ended,74.0,2006,20,Medium,Comedy
United States of Tara,English,"Drama, Comedy",7.5,2009-01-18,Ended,75.0,2009,17,Medium,Drama
Hawthorne,English,Drama,7.6,2009-06-16,Ended,76.0,2009,17,Low,Drama
House of Anubis,English,"Drama, Fantasy, Mystery",7.2,2011-01-01,Ended,72.0,2011,15,Medium,Drama
Deception,English,"Drama, Crime, Mystery",7.8,2013-01-07,Ended,78.0,2013,13,Medium,Drama
Rubicon,English,"Drama, Thriller, Espionage",7.9,2010-06-13,Ended,79.0,2010,16,Medium,Drama
19 Kids and Counting,English,Family,7.6,2008-09-29,Ended,76.0,2008,18,Low,Family
The Sarah Jane Adventures,English,"Action, Adventure, Science-Fiction",7.5,2007-01-01,Ended,75.0,2007,19,Medium,Action
Chaos,English,"Drama, Comedy, Espionage",7.5,2011-04-01,Ended,75.0,2011,15,Medium,Drama
Dirt,English,Drama,7.6,2007-01-02,Ended,76.0,2007,19,Medium,Drama
"Little People, Big World",English,Unknown,4.8,2006-03-04,To Be Determined,48.0,2006,20,Low,Unknown
Snapped,English,Crime,6.3,2004-08-06,Running,63.0,2004,22,Medium,Crime
Batman,English,"Comedy, Action, Adventure",7.8,1966-01-12,Ended,78.0,1966,60,Medium,Comedy
Sabrina the Teenage Witch,English,"Comedy, Family, Fantasy",7.5,1996-09-27,Ended,75.0,1996,30,Medium,Comedy
Chase,English,"Drama, Action, Crime",7.8,2010-09-20,Ended,78.0,2010,16,Medium,Drama
Chowder,English,"Comedy, Children",7.9,2007-11-02,Ended,79.0,2007,19,Medium,Comedy
Good Eats,English,Food,8.0,1999-07-07,Ended,80.0,1999,27,High,Food
Wipeout,English,Comedy,7.9,2008-06-24,Ended,79.0,2008,18,Medium,Comedy
Cleopatra 2525,English,"Action, Adventure, Science-Fiction",6.8,2000-01-17,Ended,68.0,2000,26,Medium,Action
Jack of All Trades,English,"Comedy, Action, Adventure",7.4,2000-01-22,Ended,74.0,2000,26,Medium,Comedy
Hollywood Heights,English,"Drama, Music, Romance",7.6,2012-06-11,Ended,76.0,2012,14,Low,Drama
8 Simple Rules,English,"Comedy, Family",6.9,2002-09-17,Ended,69.0,2002,24,Medium,Comedy
The New Adventures of Old Christine,English,"Comedy, Family",7.4,2006-03-13,Ended,74.0,2006,20,Medium,Comedy
The Sarah Silverman Program,English,Comedy,6.4,2007-02-01,Ended,64.0,2007,19,Medium,Comedy
Hellcats,English,"Drama, Comedy",7.5,2010-09-08,Ended,75.0,2010,16,Medium,Drama
Drake & Josh,English,"Comedy, Family",7.5,2004-01-11,Ended,75.0,2004,22,Medium,Comedy
Bang Goes the Theory,English,Unknown,7.6,2009-07-27,Ended,76.0,2009,17,Low,Unknown
Doc Martin,English,"Drama, Comedy, Medical",8.2,2004-09-02,Ended,82.0,2004,22,High,Drama
The Real World,English,Drama,7.6,1992-05-21,Ended,76.0,1992,34,Low,Drama
Dog the Bounty Hunter,English,Unknown,4.5,2004-08-31,Ended,45.0,2004,22,Low,Unknown
Life Unexpected,English,"Drama, Family",7.2,2010-01-18,Ended,72.0,2010,16,Medium,Drama
Flight of the Conchords,English,"Comedy, Music",7.9,2007-06-17,Ended,79.0,2007,19,Medium,Comedy
The Dog Whisperer,English,Family,4.8,2004-09-13,Ended,48.0,2004,22,Low,Family
Men in Trees,English,"Drama, Comedy",7.8,2006-09-12,Ended,78.0,2006,20,Medium,Drama
Catfish: The TV Show,English,Unknown,6.0,2012-11-12,Ended,60.0,2012,14,Medium,Unknown
Detroit 1-8-7,English,"Drama, Action, Crime",7.5,2010-09-21,Ended,75.0,2010,16,Medium,Drama
Flash Gordon,English,Science-Fiction,6.5,2007-08-10,Ended,65.0,2007,19,Medium,Science-Fiction
Squidbillies,English,Comedy,7.0,2005-10-16,Ended,70.0,2005,21,Medium,Comedy
Bag of Bones,English,"Drama, Horror, Mystery",7.2,2011-12-11,Ended,72.0,2011,15,Medium,Drama
Camelot,English,"Drama, Fantasy",6.7,2011-02-25,Ended,67.0,2011,15,Medium,Drama
Talking Bad,English,Unknown,7.6,2013-08-11,Ended,76.0,2013,13,Low,Unknown
Happy Town,English,"Drama, Crime, Mystery",7.1,2010-04-28,Ended,71.0,2010,16,Medium,Drama
Tru Calling,English,"Drama, Fantasy",7.9,2003-10-30,Ended,79.0,2003,23,Medium,Drama
Masters of Science Fiction,English,"Drama, Science-Fiction",7.1,2007-08-04,Ended,71.0,2007,19,Medium,Drama
Do No Harm,English,"Drama, Horror, Medical",7.8,2013-01-31,Ended,78.0,2013,13,Medium,Drama
Zero Hour,English,"Drama, Thriller, Supernatural",7.6,2013-02-14,Ended,76.0,2013,13,Medium,Drama
Vanderpump Rules,English,Unknown,5.7,2013-01-07,Running,57.0,2013,13,Low,Unknown
Undercovers,English,Drama,6.1,2010-09-22,Ended,61.0,2010,16,Medium,Drama
The Playboy Club,English,Drama,7.7,2011-09-19,Ended,77.0,2011,15,Medium,Drama
The Pillars of the Earth,English,"Drama, Romance, History",7.7,2010-07-23,Ended,77.0,2010,16,Medium,Drama
Newport Harbor: The Real Orange County,English,Unknown,7.6,2004-09-28,Ended,76.0,2004,22,Low,Unknown
Fear Itself,English,"Drama, Horror",6.1,2008-06-05,Ended,61.0,2008,18,Medium,Drama
Halo 4: Forward Unto Dawn,English,"Action, Science-Fiction",7.5,2012-10-05,Ended,75.0,2012,14,Medium,Action
Legend of Earthsea,English,"Drama, Adventure, Fantasy",5.9,2004-12-13,Ended,59.0,2004,22,Low,Drama
The Inside,English,"Drama, Crime",7.1,2005-06-08,Ended,71.0,2005,21,Medium,Drama
Criminal Minds: Suspect Behavior,English,"Drama, Crime, Mystery",6.7,2011-02-16,Ended,67.0,2011,15,Medium,Drama
Cult,English,"Drama, Thriller, Mystery",5.5,2013-02-19,Ended,55.0,2013,13,Low,Drama
Dr. Horrible's Sing-Along Blog,English,"Comedy, Music, Science-Fiction",8.0,2008-07-15,Ended,80.0,2008,18,High,Comedy
The Glee Project,English,"Drama, Family, Music",7.6,2011-06-12,Ended,76.0,2011,15,Low,Drama
Alice,English,"Adventure, Fantasy",7.2,2009-12-06,Ended,72.0,2009,17,Medium,Adventure
Lights Out,English,"Drama, Crime, Sports",7.2,2011-01-11,Ended,72.0,2011,15,Medium,Drama
The City,English,Unknown,7.6,2008-12-29,Ended,76.0,2008,18,Low,Unknown
Angel o Demonio,Spanish,"Drama, Fantasy, Mystery",7.6,2011-02-01,Ended,76.0,2011,15,Low,Drama
Audrina,English,Unknown,7.6,2011-04-17,Ended,76.0,2011,15,Low,Unknown
Punta Escarlata,Spanish,Unknown,7.6,2011-07-25,Ended,76.0,2011,15,Low,Unknown
Acusados,Spanish,Drama,7.6,2009-01-28,Ended,76.0,2009,17,Low,Drama
El Internado,Spanish,"Drama, Thriller, Mystery",8.0,2007-05-24,Ended,80.0,2007,19,High,Drama
Motivos Personales,Spanish,Unknown,7.6,2005-02-01,Ended,76.0,2005,21,Low,Unknown
Hay alguien ahí,Spanish,"Thriller, Supernatural",7.6,2009-03-16,Ended,76.0,2009,17,Low,Thriller
Sorority Sisters,English,Unknown,7.6,2014-12-15,Ended,76.0,2014,12,Low,Unknown
Life,English,"Drama, Crime",8.0,2007-09-26,Ended,80.0,2007,19,High,Drama
Robin Hood,English,"Drama, Action, Adventure",6.9,2006-10-07,Ended,69.0,2006,20,Medium,Drama
Sons of Guns,English,Unknown,7.6,2011-01-26,Ended,76.0,2011,15,Low,Unknown
Zoey 101,English,"Drama, Comedy, Family",5.3,2005-01-09,Ended,53.0,2005,21,Low,Drama
The Young Indiana Jones Chronicles,English,"Action, Adventure, Fantasy",7.3,1992-03-04,Ended,73.0,1992,34,Medium,Action
World Without End,English,"Drama, Romance, History",7.7,2012-09-04,Ended,77.0,2012,14,Medium,Drama
Wonderfalls,English,"Drama, Comedy, Fantasy",7.9,2004-10-04,Ended,79.0,2004,22,Medium,Drama
The White Queen,English,"Drama, History",7.9,2013-06-16,Ended,79.0,2013,13,Medium,Drama
Whitechapel,English,"Drama, Crime, Mystery",7.9,2009-02-02,Ended,79.0,2009,17,Medium,Drama
Viper,English,Action,7.6,1994-01-02,Ended,76.0,1994,32,Low,Action
Verano Azul,Spanish,"Drama, Comedy, Family",7.6,1981-10-11,Ended,76.0,1981,45,Low,Drama
Upstairs Downstairs,English,Drama,7.6,2010-12-26,Ended,76.0,2010,16,Medium,Drama
Ultimate Survival Alaska,English,Unknown,7.6,2013-05-12,Ended,76.0,2013,13,Low,Unknown
Trophy Wife,English,Comedy,6.9,2013-09-24,Ended,69.0,2013,13,Medium,Comedy
Top of the Lake,English,"Drama, Crime, Mystery",7.7,2013-03-18,Ended,77.0,2013,13,Medium,Drama
The 10th Kingdom,English,"Drama, Adventure, Fantasy",8.0,2000-02-27,Ended,80.0,2000,26,High,Drama
21 Jump Street,English,"Drama, Action, Adventure",6.9,1987-04-12,Ended,69.0,1987,39,Medium,Drama
3rd Rock from the Sun,English,"Comedy, Family, Science-Fiction",7.8,1996-01-09,Ended,78.0,1996,30,Medium,Comedy
Absolutely Fabulous,English,Comedy,7.7,1992-11-12,Ended,77.0,1992,34,Medium,Comedy
The Adventures of Tintin,English,"Adventure, Children, Mystery",6.9,1992-10-18,Ended,69.0,1992,34,Medium,Adventure
'Allo 'Allo!,English,"Comedy, War",8.0,1982-12-30,Ended,80.0,1982,44,High,Comedy
The Assets,English,Thriller,7.9,2014-01-02,Ended,79.0,2014,12,Medium,Thriller
The A-Team,English,"Action, Adventure",7.3,1983-01-23,Ended,73.0,1983,43,Medium,Action
